Genus species,can_fly,Class,Order,phylo_dist,Family,phylo_name,Common Name,Typical_Diet,Mass g (mean/median from study),mass-citation-if-not-from-retention-study,Food in Feeding Trial,Feeding.Trial.Food.Cat,N_individuals,N_trials,retention metric description,Minimum (min),IQR_1,Median (min),Mean (min),IQR_3,Maximum (min),SD,SE,mrt (min),mrt_sd,mrt_se,Retention.Citation,Notes,includes keywords,original submision
Odocoileus virginianus,N,Mammalia,Artiodactyla,,Cervidae,Odocoileus_virginianus,white-tailed deer,folivore,52250,,standard pellets + Cr marker,fiber/foliage,2,2,MRT,,,,,,,,,930,,,Mautz and Petrides (1971),averaged by diet,Y,N
Odocoileus virginianus,N,Mammalia,Artiodactyla,,Cervidae,Odocoileus_virginianus,white-tailed deer,folivore,52250,,aspen + Cr marker,fiber/foliage,2,2,MRT,,,,,,,,,1383,,,Mautz and Petrides (1971),averaged by diet,Y,N
Odocoileus virginianus,N,Mammalia,Artiodactyla,,Cervidae,Odocoileus_virginianus,white-tailed deer,folivore,52250,,natural forage + Cr marker,fiber/foliage,2,2,MRT,,,,,,,,,1350,,,Mautz and Petrides (1971),averaged by diet,Y,N
Okapia johnstoni,N,Mammalia,Artiodactyla,188,Giraffidae,Okapia_johnstoni,Okapi,folivore,290000,https://animaldiversity.org/accounts/Okapia_johnstoni/,"lucerne hay, fresh browse, Co-EDTA, Cr-F",fiber/foliage,4,3,"TT: transit time, time from feeding to first appearance in feces",780,,,1012.5,,1500,,,,,,Hummel et al 2005,"3 trials for 2 animals, 1 trial for other two. Took mean of 3 model;  predictions for all animals across all trials; originally 1293.75",,Yes
Onychognathus morio,Y,Aves,Passeriformes,,Sturnidae,Onychognathus_morio,red-winged starling,frugivore,135,Red-winged Starling,arilate seeds,fiber/foliage,4,50,mean retention time,,,,,,,,,35,1.9,,"Mokotjomela TM, Hoffmann JH, Downs CT (2015) The potential for birds to disperse the seeds of Acacia cyclops, an invasive alien plant in South Africa. Ibis 157:449-459",,"gut, time",no
Onychognathus tristramii,Y,Aves,Passeriformes,,Sturnidae,Onychognathus_morio,Tristam's Grackle,frugivore,119,,Ochradaneus fruit,fruit/nectar/pollen,9,3,retention time,,,,,,328.3,,,135.1,14.1,,"Spiegel O, Nathan R (2007) Incorporating dispersal distance into the disperser effectiveness framework: frugivorous birds provide complementary dispersal to plants in a patchy environment. Ecology letters 10:718-728",,"gut, time",no
Opisthocomus hoazin,Y,Aves,Opisthocomiformes,,Opisthocomidae,Opisthocomus_hoazin,Hoatzin,folivore,900,Life Science - Hoatzin,Cr-EDTA liquid,unknown,5,1,transit time and retention time,,,,156,,,30,,1098,198,,"Grajal A, Parra O (1995) Passage rates of digesta markers in the gut of the hoatzin, a folivorous bird with foregut fermentation. The Condor 97:675-683",,passage,n
Opisthocomus hoazin,Y,Aves,Opisthocomiformes,,Opisthocomidae,Opisthocomus_hoazin,Hoatzin,folivore,900,Life Science - Hoatzin,Yb on 1mm fiber solid marker,unknown,5,1,transit time and retention time,,,,270,,,180,,1506,168,,"Grajal A, Parra O (1995) Passage rates of digesta markers in the gut of the hoatzin, a folivorous bird with foregut fermentation. The Condor 97:675-684",,passage,n
Opisthocomus hoazin,Y,Aves,Opisthocomiformes,,Opisthocomidae,Opisthocomus_hoazin,Hoatzin,folivore,900,Life Science - Hoatzin,Yb on 1mm plastic solid marker,unknown,5,1,transit time and retention time,,,,450,,,60,,2016,678,,"Grajal A, Parra O (1995) Passage rates of digesta markers in the gut of the hoatzin, a folivorous bird with foregut fermentation. The Condor 97:675-685",,passage,n
Opisthocomus hoazin,Y,Aves,Opisthocomiformes,,Opisthocomidae,Opisthocomus_hoazin,Hoatzin,folivore,900,Life Science - Hoatzin,Yb on 4mm plastic solid marker,unknown,5,1,transit time and retention time,,,,642,,,276,,2742,468,,"Grajal A, Parra O (1995) Passage rates of digesta markers in the gut of the hoatzin, a folivorous bird with foregut fermentation. The Condor 97:675-686",,passage,n
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,157.9412,Leporidae,Oryctolagus_cuniculus,domestic rabbit,folivore,1757,,"alfalfa, wheat bran, maize, sucrose + Co-EDTA",fiber/foliage,7,,transit time,,,,228,,,,,942,,,Sakaguchi et al 1987,,no,No
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,157.9412,Leporidae,Oryctolagus_cuniculus,domestic rabbit,folivore,2900,,"alfalfa, oats, corn starch, sugar,dry matter, crude protein + Co-EDTA",fiber/foliage,4,,transit time,,,,540,402,,,,,,,Sakaguchi et al 1990,,no,No
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,157.9412,Leporidae,Oryctolagus_cuniculus,domestic rabbit,folivore,2900,,"alfalfa, oats, corn starch, sugar,dry matter, crude protein + cell wall constituents",fiber/foliage,4,,transit time,,,,540,402,,,,2625,654,,Sakaguchi et al 1990,,no,No
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,157.9412,Leporidae,Oryctolagus_cuniculus,domestic rabbit,folivore,2900,,"alfalfa, oats, corn starch, sugar,dry matter, crude protein, nitrogen + Co-EDTA",fiber/foliage,4,,transit time,,,,390,114,,,,,,,Sakaguchi et al 1990,,no,No
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,157.9412,Leporidae,Oryctolagus_cuniculus,domestic rabbit,folivore,2900,,"alfalfa, oats, corn starch, sugar,dry matter, crude protein, nitrogen + cell wall constituents",fiber/foliage,4,,transit time,,,,369,108,,,,8610,4395,,Sakaguchi et al 1990,,no,No
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,157.9412,Leporidae,Oryctolagus_cuniculus,domestic rabbit,folivore,1450,,"alfalfa, barley, sucrose, agar (large particle fiber diet) + Co-EDTA",fiber/foliage,4,,transit time,,,,240,30,,,,3486,732,,Sakaguchi et al 1992a,,no,No
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,157.9412,Leporidae,Oryctolagus_cuniculus,domestic rabbit,folivore,1450,,"alfalfa, barley, sucrose, agar (large particle fiber diet) + cell wall constituents",fiber/foliage,4,,transit time,,,,390,60,,,,2604,678,,Sakaguchi et al 1992a,,no,No
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,157.9412,Leporidae,Oryctolagus_cuniculus,domestic rabbit,folivore,1450,,"alfalfa, barley, sucrose, agar (small particle fiber diet) + Co-EDTA",fiber/foliage,5,,transit time,,,,450,42,,,,2448,174,,Sakaguchi et al 1992a,,no,No
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,157.9412,Leporidae,Oryctolagus_cuniculus,domestic rabbit,folivore,1450,,"alfalfa, barley, sucrose, agar (small particle fiber diet) + cell wall constituents",fiber/foliage,5,,transit time,,,,612,120,,,,1572,288,,Sakaguchi et al 1992a,,no,No
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,157.9412,Leporidae,Oryctolagus_cuniculus,domestic rabbit,folivore,1047,mean of live weight reported for control and low-fibre groups,grass pellets with varying fiber load,fiber/foliage,24,1,"TT: transit time, time from feeding to first appearance of marker infeces",,,,360,,,,,1521,,,Bellier and Gidenne 1995,took mean of TT for control and lower fiber diet; mean retention time also reported in paper,,Yes
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,157.9412,Leporidae,Oryctolagus_cuniculus,domestic rabbit,folivore,3100,,30% weight-by-volume suspension,fiber/foliage,7,,first excretia of marker,120,,,206,,360,91,,,,,Botman et al 2019,study reports onset of formation of hard feces in colon; not sure if this is really complete gut transit,,Yes
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,,,"diet 1 w/ fluid marker (alfalfa, oats, agar, corn starch, sugar, dry matter)",fiber/foliage,4,1,transit time/retention time,,,,9,,,6.7,,,,,"Sakaguchi E, Hume ID (1990) Digesta retention and fibre digestion in brushtail possums, ringtail possums and rabbits. Comparative Biochemistry and Physiology A 96:351-357",unclear whether times were given in minutes or hours,time,no
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,,,"diet 1 w/ small particle (alfalfa, oats, agar, corn starch, sugar, dry matter)",fiber/foliage,4,1,transit time/retention time,,,,9,,,6.7,,49.2,10.8,,"Sakaguchi E, Hume ID (1990) Digesta retention and fibre digestion in brushtail possums, ringtail possums and rabbits. Comparative Biochemistry and Physiology A 96:351-358",unclear whether times were given in minutes or hours,time,no
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,,,"diet 1 w/large particle (alfalfa, oats, agar, corn starch, sugar, dry matter)",fiber/foliage,4,1,transit time/retention time,,,,9,,,6.7,,38.3,11,,"Sakaguchi E, Hume ID (1990) Digesta retention and fibre digestion in brushtail possums, ringtail possums and rabbits. Comparative Biochemistry and Physiology A 96:351-359",unclear whether times were given in minutes or hours,time,no
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,,,"diet 2 w/ fluid marker (alfalfa, oats, agar, corn starch, sugar, dry matter)",fiber/foliage,4,1,transit time/retention time,,,,6.5,,,1.9,,,,,"Sakaguchi E, Hume ID (1990) Digesta retention and fibre digestion in brushtail possums, ringtail possums and rabbits. Comparative Biochemistry and Physiology A 96:351-363",unclear whether times were given in minutes or hours,time,no
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,,,"diet 2 w/ fluid marker (alfalfa, oats, agar, corn starch, sugar, dry matter)",fiber/foliage,4,1,transit time/retention time,,,,6.5,,,1.9,,196.5,106.2,,"Sakaguchi E, Hume ID (1990) Digesta retention and fibre digestion in brushtail possums, ringtail possums and rabbits. Comparative Biochemistry and Physiology A 96:351-364",unclear whether times were given in minutes or hours,time,no
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,,,"diet 2 w/ fluid marker (alfalfa, oats, agar, corn starch, sugar, dry matter)",fiber/foliage,4,1,transit time/retention time,,,,5.8,,,1.9,,90.5,40.3,,"Sakaguchi E, Hume ID (1990) Digesta retention and fibre digestion in brushtail possums, ringtail possums and rabbits. Comparative Biochemistry and Physiology A 96:351-365",unclear whether times were given in minutes or hours,time,no
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,3200,,timothy hay w/ solid marker,fiber/foliage,4,1,mean retention time,,,,,,,,,5,,,"Udén P, Rounsaville TR, Wiggans GR, Van Soest PJ. The measurement of liquid and solid digesta retention in ruminants, equines and rabbits given timothy (Phleum pratense) hay. British Journal of Nutrition. 1982;48(2):329-339. doi:10.1079/BJN19820127",,"passage, time",N
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,3200,,timothy hay w/ liquid marker,fiber/foliage,4,1,mean retention time,,,,,,,,,3,,,"Udén P, Rounsaville TR, Wiggans GR, Van Soest PJ. The measurement of liquid and solid digesta retention in ruminants, equines and rabbits given timothy (Phleum pratense) hay. British Journal of Nutrition. 1982;48(2):329-339. doi:10.1079/BJN19820128",,"passage, time",N
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,3300,,PMS diet,fiber/foliage,3,1,mean retention time,,,,384,,,133.8,,1152,73.2,,"Gidenne, T., & Perez, J.M. (1993). Effect of dietary starch origin on digestion in the rabbit. 2. Starch hydrolysis in the small intestine, cell wall degradation and rate of passage measurements. Animal Feed Science and Technology, 42, 249-257.",,"rate, passage",N
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,3300,,maize diet,fiber/foliage,3,1,mean retention time,,,,384,,,133.8,,1338,73.2,,"Gidenne, T., & Perez, J.M. (1993). Effect of dietary starch origin on digestion in the rabbit. 2. Starch hydrolysis in the small intestine, cell wall degradation and rate of passage measurements. Animal Feed Science and Technology, 42, 249-257.",,"rate, passage",N
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,3300,,barley diet,fiber/foliage,3,1,mean retention time,,,,216,,,133.8,,1194,73.2,,"Gidenne, T., & Perez, J.M. (1993). Effect of dietary starch origin on digestion in the rabbit. 2. Starch hydrolysis in the small intestine, cell wall degradation and rate of passage measurements. Animal Feed Science and Technology, 42, 249-257.",,"rate, passage",N
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,3300,,pea diet,fiber/foliage,3,1,mean retention time,,,,306,,,133.8,,1344,73.2,,"Gidenne, T., & Perez, J.M. (1993). Effect of dietary starch origin on digestion in the rabbit. 2. Starch hydrolysis in the small intestine, cell wall degradation and rate of passage measurements. Animal Feed Science and Technology, 42, 249-257.",,"rate, passage",N
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,,,"rabbit pellets, coprophagy",fiber/foliage,2,1,mean retention time,,,,360,,,,,618,,,"Uden, P., & Van Soest, P. J. (1982). The determination of digesta particle size in some herbivores. Animal Feed Science and Technology, 7(1), 35–44. https://doi.org/10.1016/0377-8401(82)90034-7",All values taken from coarse particle numbers,time,N
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,herbivore,,,"rabbit pellets, no coprophagy",fiber/foliage,2,1,mean retention time,,,,240,,,,,444,,,"Uden, P., & Van Soest, P. J. (1982). The determination of digesta particle size in some herbivores. Animal Feed Science and Technology, 7(1), 35–44. https://doi.org/10.1016/0377-8401(82)90034-8",All values taken from coarse particle numbers,time,N
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,domestic rabbit,folivore,2000,https://animaldiversity.org/accounts/Oryctolagus_cuniculus/,animal pellets + seeds,fiber/foliage,5,18,mean retention time,,,,,,,,,1080,,,Cosyns et al. (2005),Used plot.digitizer.com for MRT values from Figure 3,Y,N
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,folivore,1570,,grass hay + Cr particle marker,fiber/foliage,6,1,mean retention time,,,,,,,,,900,180,,Franz et al. (2011),,N,N
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,folivore,1570,,grass hay + Co-EDTA fluid marker,fiber/foliage,6,1,mean retention time,,,,,,,,,3060,540,,Franz et al. (2011),,N,N
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,folivore,3000,,"lucerene, fish concentrate, maize (low fiber diet)",fiber/foliage,7,1,mean retention time,,,,,,,,,1188,,,Gidenne et al (1991),,N,N
Oryctolagus cuniculus,N,Mammalia,Lagomorpha,,Leporidae,Oryctolagus_cuniculus,rabbit,folivore,3000,,"lucerene, fish concentrate, maize (high fiber)",fiber/foliage,7,1,mean retention time,,,,,,,,,9317.7,,,Gidenne et al (1991),,N,N
Oryx gazella,N,Mammalia,Artiodactyla,,Bovidae,Oryx_gazella,Oryx Antelope,herbivore,210000,Oryx gazella (gemsbok) | INFORMATION | Animal Diversity Web,grass hay w/particle marker,fiber/foliage,3,1,retention time,,,,,,,,,3540,468,,"Steuer P, Südekum K-H, Müller DWH, Franz R, Kaandorp J, Clauss M, Hummel J (2011) Is there an influence of body mass on digesta mean retention time in herbivores? A comparative study on ungulates. Comparative Biochemistry and Physiology A 160:355-370",,"gut, time",no
Oryx gazella,N,Mammalia,Artiodactyla,,Bovidae,Oryx_gazella,Oryx Antelope,herbivore,210000,Oryx gazella (gemsbok) | INFORMATION | Animal Diversity Web,grass hay w/ fluid marker,fiber/foliage,3,1,retention time,,,,,,,,,1800,270,,"Steuer P, Südekum K-H, Müller DWH, Franz R, Kaandorp J, Clauss M, Hummel J (2011) Is there an influence of body mass on digesta mean retention time in herbivores? A comparative study on ungulates. Comparative Biochemistry and Physiology A 160:355-371",,"gut, time",no
Oryx leucoryx,N,Mammalia,Artiodactyla,188,Bovidae,Oryx_leucoryx,Arabian oryx,folivore,70000,,wheat brain + Co-EDTA,fiber/foliage,1,,mean retention time,,,,,,,,,1392,,,Przybylo et al 2019,,no,No
Oryx leucoryx,N,Mammalia,Artiodactyla,188,Bovidae,Oryx_leucoryx,Arabian oryx,folivore,70000,,wheat brain + chromium mordanted fiber,fiber/foliage,1,,mean retention time,,,,,,,,,3096,,,Przybylo et al 2019,,no,No
Osphranter rufus,N,Mammalia,Diprotodontia,,Macropodidae,Osphranter_rufus,red kangaroo,herbivore,7250,Red kangaroo - Wikipedia,fluid marker,unknown,6,1,retention time,,,,,,,,,840,120,,"Schwarm A, Ortmann S, Wolf C, Streich WJ, Clauss M (2009) Passage marker excretion in red kangaroo (Macropus rufus), collared peccary (Pecari tajacu) and colobine monkeys (Colobus angolensis, C. polykomos, Trachypithecus johnii). Journal of Experimental Zoology A 311:647-661",can only access abstract,"food, rate",no
Osphranter rufus,N,Mammalia,Diprotodontia,,Macropodidae,Osphranter_rufus,red kangaroo,herbivore,7250,Red kangaroo - Wikipedia,small particle marker,unknown,6,1,retention time,,,,,,,,,1740,600,,"Schwarm A, Ortmann S, Wolf C, Streich WJ, Clauss M (2009) Passage marker excretion in red kangaroo (Macropus rufus), collared peccary (Pecari tajacu) and colobine monkeys (Colobus angolensis, C. polykomos, Trachypithecus johnii). Journal of Experimental Zoology A 311:647-662",can only access abstract,"food, rate",no
Osphranter rufus,N,Mammalia,Diprotodontia,,Macropodidae,Osphranter_rufus,red kangaroo,herbivore,7250,Red kangaroo - Wikipedia,large particle marker,unknown,6,1,retention time,,,,,,,,,1800,540,,"Schwarm A, Ortmann S, Wolf C, Streich WJ, Clauss M (2009) Passage marker excretion in red kangaroo (Macropus rufus), collared peccary (Pecari tajacu) and colobine monkeys (Colobus angolensis, C. polykomos, Trachypithecus johnii). Journal of Experimental Zoology A 311:647-663",can only access abstract,"food, rate",no
Osphranter rufus,N,Mammalia,Diprotodontia,,Macropodidae,Osphranter_rufus,red kangaroo,folivore,6400,,lucerne hay + Cr particle marker,fiber/foliage,5,1,MRT,,,,,,,,,1488,,240,Munn and Dawson (2006),young-at-foot group,Y,N
Osphranter rufus,N,Mammalia,Diprotodontia,,Macropodidae,Osphranter_rufus,red kangaroo,folivore,6400,,oaten hay + Cr particle marker,fiber/foliage,5,1,MRT,,,,,,,,,2070,,228,Munn and Dawson (2006),young-at-foot group,Y,N
Osphranter rufus,N,Mammalia,Diprotodontia,,Macropodidae,Osphranter_rufus,red kangaroo,folivore,6400,,lucerne hay + Co liquid marker,fiber/foliage,5,1,MRT,,,,,,,,,708,,90,Munn and Dawson (2006),young-at-foot group,Y,N
Osphranter rufus,N,Mammalia,Diprotodontia,,Macropodidae,Osphranter_rufus,red kangaroo,folivore,6400,,oaten hay + Co particle marker,fiber/foliage,5,1,MRT,,,,,,,,,1056,,60,Munn and Dawson (2006),young-at-foot group,Y,N
